NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Study Type,Start Date,Primary Completion Date,Completion Date,Locations
NCT07094152,"Blood Pressure Monitor (BPM1) Clinical Test (Cuff Range: 15cm-24cm, 22cm-42cm, 40-48cm)",https://clinicaltrials.gov/study/NCT07094152,COMPLETED,Blood Pressure,,"Andon Health Co., Ltd",,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL,2023-10-08,2023-12-29,2023-12-29,"The First Affiliated Hospital, the Air Force Medical University, Xi'an, Shanxi, 710032, China"
NCT07094139,Clinical and Radiographic Outcomes of the JointMedica Custom-Made Resurfacing Device,https://clinicaltrials.gov/study/NCT07094139,NOT_YET_RECRUITING,Healthy|Real World Data|Safety and Effectiveness|Patient Reported Outcome (PRO),,JointMedica Inc.,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL,2025-08,2026-03,2026-12,"RBC Treacy Practice, Worcester, Bromsgrove, B60 4HJ, United Kingdom"
NCT07094126,"Blood Pressure Monitor (KD-595) Clinical Test (Cuff Range: 15-24cm, 22-42cm, 40-48cm)",https://clinicaltrials.gov/study/NCT07094126,COMPLETED,Blood Pressure,,"Andon Health Co., Ltd",,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL,2023-10-08,2023-12-29,2023-12-29,"The First Affiliated Hospital, the Air Force Medical University, Xi'an, Shanxi, China"
NCT07094113,AMG 410 Alone and in Combination With Other Agents in Participants With KRAS Altered Advanced or Metastatic Solid Tumors,https://clinicaltrials.gov/study/NCT07094113,NOT_YET_RECRUITING,KRAS Altered Advanced or Metastatic Solid Tumors,DRUG: AMG 410|DRUG: Pembrolizumab|DRUG: Panitumumab,Amgen,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-08-04,2027-09-06,2030-09-09,"Next Oncology, San Antonio, Texas, 78229, United States|Next Virginia, Fairfax, Virginia, 22031, United States|Peter MacCallum Cancer Centre, Parkville, Victoria, 3050, Australia"
NCT07094100,Tissue Engineered Cartilage to Repairing Articular Cartilage Defects,https://clinicaltrials.gov/study/NCT07094100,NOT_YET_RECRUITING,Cartilage Injury|OA Knee,DEVICE: Tissue engineered cartilage,The First Affiliated Hospital of Xinxiang Medical College,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-07-20,2027-12,2028-12,"The First Affiliated Hospital of Xinxiang Medical College, Xinxiang, Henan, 453000, China"
NCT07094087,Efficacy and Safety of 4F-PCC (4-Factor Prothrombin Complex Concentrate) in Adult Patients Undergoing Complex Cardiovascular Surgery With Cardiopulmonary Bypass (CPB),https://clinicaltrials.gov/study/NCT07094087,NOT_YET_RECRUITING,Complex Cardiovascular Surgery With Cardiopulmonary Bypass,BIOLOGICAL: BE1116|BIOLOGICAL: FFP,CSL Behring,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-07-31,2027-05-31,2027-06-30,
NCT07094074,"Exploratory Functional Assessment After Lower Limb Amputation: Locomotion, Balance, Energy Performance and Strategies for Adapting to Orthopaedic Devices",https://clinicaltrials.gov/study/NCT07094074,NOT_YET_RECRUITING,Lower Limb Amputation,OTHER: Walk tests|OTHER: Functional testing|OTHER: Balance analysis|OTHER: Quantified analysis of walking|OTHER: Questionnaires,Centre Hospitalier Universitaire Dijon,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-09,2031-01,2031-01,
NCT07094061,Neurobehavioral Signatures of Sign- and Goal-Tracking in Emerging Adults: Translation of a Preclinical Model,https://clinicaltrials.gov/study/NCT07094061,NOT_YET_RECRUITING,Substance Use|Healthy,DEVICE: fMRI|BEHAVIORAL: Questionnaires and surveys|BEHAVIORAL: Behavioral tasks and eye tracking,University of Michigan,National Institute on Drug Abuse (NIDA),ALL,ADULT,INTERVENTIONAL,2025-08,2027-08,2027-08,"University of Michigan, Ann Arbor, Michigan, 48109, United States"
NCT07094048,Immunoglobulins in Multiple Myeloma Patients Receiving a BCMA-Directed T Cell Engager,https://clinicaltrials.gov/study/NCT07094048,NOT_YET_RECRUITING,Multiple Myeloma Refractory|Relapsed Multiple Myeloma,DRUG: Target trough IgG level of 8-10 g/L|DRUG: Target trough IgG level 4-6 g/L|DRUG: No history of recurrent or severe infections and total IgG level higher or equal at 4 g/L,CHU de Quebec-Universite Laval,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-09,2028-12,2029-12,"Centre Intégré de Cancérologie, Québec, Quebec, Canada"
NCT07094035,The Beneficial Effects on the Intestinal Function of a Food Supplement Based on an Extract of Green Tea and a Pool of Probiotics in Subjects With Irritable Bowel Syndrome With Predominance of Constipation,https://clinicaltrials.gov/study/NCT07094035,NOT_YET_RECRUITING,"IBS, Constipation Predominant",DIETARY_SUPPLEMENT: food supplement based on a mixture of green tea extract and a pool of probiotics.|DIETARY_SUPPLEMENT: Placebo,Adamas Biotech S.r.l.,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-07-30,2025-10,2025-10,"COMEGEN Soc. Coop. Sociale, Napoli, 80126, Italy"
NCT07094022,Improvement and Safety of Nutrilite Protein MetX Pro on Weight Management in Overweight Individuals With Dyslipidemia,https://clinicaltrials.gov/study/NCT07094022,COMPLETED,Dyslipidemia|Obesity &Amp; Overweight,DIETARY_SUPPLEMENT: Nutrilite Protein MetX Pro|DIETARY_SUPPLEMENT: Placebo Product,Amway (China) R&D Center,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-03-16,2025-06-03,2025-06-03,"Raison Biotech Group Shanghai Lab, Shanghai, Shanghai, China|Jinhua Wenrong Hospital, Jinhua, Zhejiang, China"
NCT07094009,Comparison of the Clinical Efficacy and Adverse Reactions of Different Needling Patterns of High-frequency Microneedles in the Treatment of Axillary Odor,https://clinicaltrials.gov/study/NCT07094009,COMPLETED,Axillary Hyperhidrosis,PROCEDURE: received transverse needling|PROCEDURE: received vertical needling|PROCEDURE: received mixed needling,First Affiliated Hospital of Chongqing Medical University,,ALL,ADULT,INTERVENTIONAL,2023-10-18,2025-04-01,2025-04-01,"the First Affiliated Hospital of Chongqing Medical Uiversity, Chongqing, Chongqing, 400016, China"
NCT07093996,Endoscopic Pancreatic Duct Stent Placement Versus Conventional Approach in the Treatment of Early Phase Acute Pancreatitis,https://clinicaltrials.gov/study/NCT07093996,NOT_YET_RECRUITING,Acute Pancreatitis (AP),PROCEDURE: Endoscopic pancreatic duct stent placement|DRUG: Conventional treatment of acute pancreatitis in early phase,Almazov National Medical Research Centre,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-09-01,2026-12-01,2027-02-01,"Department of General Surgery, Sir Run Run Shaw Hospital, Hangzhou, China|City Clinical Hospital No. 4, Perm, Russian Federation|Almazov National Medical Research Centre, Saint Petersburg, 195220, Russian Federation|The City Hospital of the Holy Martyr Elizabeth, Saint Petersburg, 195220, Russian Federation|I.I. Dzhanelidze research institute of emergency medicine, Saint Petersburg, Russian Federation|Mariinskaya Hospital, Saint Petersburg, Russian Federation|Volgograd State Medical University, Volgograd, Russian Federation"
NCT07093983,Comparing Two Therapies to Improve Arm Function After Stroke,https://clinicaltrials.gov/study/NCT07093983,NOT_YET_RECRUITING,Stroke,OTHER: Constraint-Induced Movement Therapy (CIMT)|OTHER: Coupling Rehabilitation,University of Lahore,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-08-05,2026-04-01,2026-05-01,"University of Lahore Teaching Hospital, Lahore, Punjab, 54600, Pakistan"
NCT07093970,A Study of MRG006A in the Treatment of Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT07093970,RECRUITING,Advanced Solid Tumors,DRUG: MRG006A,Shanghai Miracogen Inc.,,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL,2024-07-24,2027-12,2028-12,"Cancer Hospital Chinese Academy of Medical Sciences, Beijing, Beijing, 100021, China|Zhongshan Hospital, Fudan University, Shanghai, Shanghai, 200032, China"
NCT07093957,Effect of Delivery Method on Umbilical Cord Metabolomic Analysis,https://clinicaltrials.gov/study/NCT07093957,COMPLETED,Metabolomics|Cord Blood,,Dr Abdurrahman Yurtaslan Ankara Oncology Training and Research Hospital,,FEMALE,ADULT,OBSERVATIONAL,2024-01-01,2024-12-01,2025-07-01,"Aksaray University, Aksaray, 68110, Turkey"
NCT07093944,"Randomized, Placebo-Controlled Trial of N-acetylcysteine In Parkinson's Disease Patients: A Pilot Study",https://clinicaltrials.gov/study/NCT07093944,COMPLETED,Parkinson&#39;s Disease (PD),DRUG: N-Acetylcysteine (NAC) Treatment|DRUG: Placebo,Kurdistan University of Medical Sciences,,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL,2018-04-09,2021-12-22,2021-12-22,"Kurdistan University of Medical Sciences, Sanandaj, Kurdistan, Iran, Islamic Republic of"
NCT07093931,Efficacy and Safety of Lobaplatin and Carboplatin as Neoadjuvant Therapy in HER-2 Positive Breast Cancer,https://clinicaltrials.gov/study/NCT07093931,NOT_YET_RECRUITING,Breast Cancer,DRUG: lobaplatin|DRUG: carboplatin|DRUG: Docetaxel or albumin paclitaxel|DRUG: Trastuzumab|DRUG: pertuzumab,Shandong Cancer Hospital and Institute,Cancer Hospital Chinese Academy of Medical Science,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-08-01,2027-08-01,2030-08-01,"Breast Cancer Center Shandong Cancer Hospital and Institute Shandong First Medical University and Shandong Academy of Medical Sciences, Shandong, Jinan, 250117, China"
NCT07093918,Artificial Intelligence for Reconstruction of Echocardiography Studies,https://clinicaltrials.gov/study/NCT07093918,NOT_YET_RECRUITING,Cardiotoxicity,OTHER: V-echo|OTHER: L-echo,The Royal Wolverhampton Hospitals NHS Trust,VentriPoint Diagnostics Ltd.,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL,2025-11,2027-11,2029-05,
NCT07093905,Study Comparing Two Anesthetics for Arthroscopic Rotator Cuff Repair,https://clinicaltrials.gov/study/NCT07093905,NOT_YET_RECRUITING,Rotator Cuff Syndrome,PROCEDURE: arthroscopy of the shoulder rotator cuff,GCS Ramsay Santé pour l'Enseignement et la Recherche,Euraxi Pharma,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-08,2026-09,2026-09,"Hôpital Privé Clairval, Marseille, 13009, France"
NCT07093892,Cohort Study on Cognitive Decline in Elderly,https://clinicaltrials.gov/study/NCT07093892,NOT_YET_RECRUITING,Alzheimer's Disease，Mild Cognitive Impairment,,Peking University Third Hospital,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL,2025-07,2028-07,2028-12,
NCT07093879,"Hamsrting Stretching on Dynamic Balance, Foot Posture and Function in Pronated Feet.",https://clinicaltrials.gov/study/NCT07093879,NOT_YET_RECRUITING,Pronation; Ankle,OTHER: STATIC HAMSTRING STRETCH,Cairo University,,ALL,ADULT,INTERVENTIONAL,2025-08,2026-03,2026-04,
NCT07093866,Efficacy and Safety of Disitamab Vedotin Plus Abiraterone for Metastatic Castration-Resistant Prostate Cancer：a Phase II Study,https://clinicaltrials.gov/study/NCT07093866,RECRUITING,mCRPC,DRUG: Disitamab Vedotin (RC48)|DRUG: Abiraterone + prednisone,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,Nanjing University,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-07-20,2026-12-30,2027-12-30,"The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School, Nanjing, Jiangsu 210000, Nanjing, Jiangsu, 210000, China"
NCT07093853,Mandibular Overdentures Retained by Four Locator Attachments Versus Four-Implant Bar Attachments,https://clinicaltrials.gov/study/NCT07093853,RECRUITING,Bone Loss,"OTHER: Four Locator Attachments, Four Bar Attachment System",Menoufia University,Mansoura University,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL,2024-01-01,2025-08-01,2025-10-01,"Faculty of Dentistry, Mansoura, Menoufia, Egypt"
NCT07093840,Multimodal Therapy in Anisometropic Amblyopia,https://clinicaltrials.gov/study/NCT07093840,COMPLETED,"Amblyopia, Anisometropic|Pediatric|Postural Balance|Vision Therapy|Oculomotor System",DEVICE: AmblyoPlay Digital Visual Therapy|OTHER: control group,Yusa Basoglu,Smartoptometry|Bağcılar Medipol University Hospital,ALL,CHILD,INTERVENTIONAL,2023-07-29,2025-05-06,2025-06-23,"Istanbul Medipol University, Istanbul, Beykoz, 34810, Turkey"
NCT07093827,A Prospective Cohort Study on the Effect of Spinal Spinal Cord Injury on Sexual Function in Male Patients,https://clinicaltrials.gov/study/NCT07093827,ACTIVE_NOT_RECRUITING,Sexual Function Abnormal|Spinal Cord Injuries (SCI),PROCEDURE: Posterior decompression surgery|PROCEDURE: unilateral open-door laminoplasty|PROCEDURE: Posterior lumbar discectomy with fusion|PROCEDURE: Surgical resection of spinal tumors|DRUG: Conservative management of ankylosing spondylitis|PROCEDURE: anterior cervical discectomy/fusion|PROCEDURE: anterior cervical corpectomy/fusion|DRUG: Conservative management of lumbar spinal stenosis|PROCEDURE: decompression surgery for caudal plexus disorder,Peking University Third Hospital,Luohe Central Hospital,MALE,ADULT,OBSERVATIONAL,2020-01-01,2030-01-31,2030-12-31,"Peking University Third Hospital, Beijing, Beijing, 100191, China"
NCT07093814,A Study of VRT106 for Injection in Patients With Recurrent/Progressive Glioblastoma,https://clinicaltrials.gov/study/NCT07093814,RECRUITING,Glioblastoma,DRUG: VRT106,"Guangzhou Virotech Pharmaceutical Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-07-16,2028-12-31,2029-06-30,"Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China"
NCT07093801,Observational Study on Lutetium (177Lu) Vipivotide Tetraxetan to Treat Metastatic Castration Resistant Prostate Cancer,https://clinicaltrials.gov/study/NCT07093801,NOT_YET_RECRUITING,Metastatic Castration Resistant Prostate Cancer,,Novartis Pharmaceuticals,,MALE,"ADULT, OLDER_ADULT",OBSERVATIONAL,2025-09-23,2029-05-23,2029-05-23,
NCT07093788,Super High-pressure Balloon Versus Intravascular Lithotripsy to Prepare Severely Calcified Coronary Lesions,https://clinicaltrials.gov/study/NCT07093788,RECRUITING,PCI|Coronary Arterial Disease (CAD)|Calcified Coronary Lesions,DEVICE: super high-pressure balloon|DEVICE: intravascular lithotripsy (IVL),"Nanjing First Hospital, Nanjing Medical University",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-09-01,2026-09-01,2027-06-30,"Lianyungang First People's Hospital, Lianyungang, Jiangsu, 222000, China|Nanjing First Hospital, Nanjing, Jiangsu, 210006, China|Yixing People's Hospital, Yixing, Jiangsu, 214200, China"
NCT07093775,Additional Prognostic Value of Tumor Grade Beyond the 21-gene Recurrence Score,https://clinicaltrials.gov/study/NCT07093775,NOT_YET_RECRUITING,Breast Cancer|Tumor Grade,OTHER: Tumor grade (I or II vs. III),Gangnam Severance Hospital,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL,2025-07,2025-12,2026-03,
NCT07093762,Efficacy and Safety Analysis of First-Line ABCP Therapy in Advanced SMARCA4-Mutated NSCLC,https://clinicaltrials.gov/study/NCT07093762,NOT_YET_RECRUITING,Non Small Cell Lung Cancer,DRUG: Atezolizumab+Bevacizumab+Carboplatin+Paclitaxel,Fuzhou General Hospital,900 Hospital of Joint Logistics Support Force of PLA,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL,2025-08-20,2028-06-30,2028-06-30,"The 900th Hospital of the Joint Logistic Support Force, PLA, Fuzhou, Fujian, China, 350025, Fuzhou, China"
NCT07093749,Perspectives on Antibiotics and Tracking Symptoms in Children,https://clinicaltrials.gov/study/NCT07093749,NOT_YET_RECRUITING,Urinary Tract Infection|Cellulitis|Impetigo|Pharyngitis|Tonsillitis|Respiratory Tract Infections|Otitis Media,DEVICE: Garmin Smartwatch,Murdoch Childrens Research Institute,Royal Children's Hospital,ALL,CHILD,INTERVENTIONAL,2025-08,2026-06,2026-08,"Royal Children's Hospital, Melbourne, Victoria, 3052, Australia"
NCT07093736,A Study Comparing Immediate Treatment to Deferred Treatment With the Fisher Wallace (FW) Stimulator FW-200 Device for the Treatment of Self-reported Anxiety in First Responders,https://clinicaltrials.gov/study/NCT07093736,COMPLETED,Anxiety,DEVICE: FW-200,Fisher Wallace Laboratories,Advarra|Florence Healthcare,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2021-07-06,2023-05-11,2023-05-11,"Florence Healthcare, Atlanta, Georgia, 30308, United States|Seattle Police Department Wellness Unit, Seattle, Washington, 98104, United States"
NCT07093723,Protein S100B Versus Neutrophils/Lymphocytes Ratio in Early Prediction of Brain Injury,https://clinicaltrials.gov/study/NCT07093723,COMPLETED,S100B|Neutrophils/Lymphocytes Ratio|Prediction|Brain Injury,DIAGNOSTIC_TEST: S100B Protein|DIAGNOSTIC_TEST: Neutrophils to Lymphocytes ratio,Tanta University,,ALL,CHILD,OBSERVATIONAL,2023-09-01,2024-03-01,2024-03-01,"Tanta University, Tanta, El-Gharbia, 31527, Egypt"
NCT07093710,Golidocitinib Combined With Mitoxantrone Hydrochloride Liposome or GemOx in the Treatment of Relapsed or Refractory Peripheral T-cell Lymphoma,https://clinicaltrials.gov/study/NCT07093710,NOT_YET_RECRUITING,Peripheral T Cell Lymphoma,DRUG: Golidocitinib|DRUG: Mitoxantrone Hydrochloride Liposome|DRUG: GemOx,Sun Yat-sen University,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2025-08-01,2027-08-01,2029-08-01,
NCT07093697,A Study to Evaluate the Efficacy and Safety of DW5121 Compared to DW51211 and DW51212,https://clinicaltrials.gov/study/NCT07093697,COMPLETED,Acute Bronchitis,DRUG: DW5121|DRUG: DW51211|DRUG: DW51212,"Daewon Pharmaceutical Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL,2024-03-28,2025-05-27,2025-05-27,"Soonchunhyang University Bucheon Hospital, Bucheon, 14584, Korea, Republic of|Hallym University Chuncheon Sacred Heart Hospital, Chuncheon, 24253, Korea, Republic of|Yeungnam University Medical Center, Daegu, 42415, Korea, Republic of|Wonkwang University Hospital, Iksan, 54538, Korea, Republic of|Kangbuk Samsung Hospital, Seoul, 03181, Korea, Republic of|Konkuk University Medical Center, Seoul, 05030, Korea, Republic of|Hallym University Kangdong Sacred Heart Hospital, Seoul, 05355, Korea, Republic of|Korea University Guro Hospital, Seoul, 08308, Korea, Republic of"
NCT07093684,Dementia and Kidney Disease: Epidemiological Approaches to Risk Factors and Treatment Strategies,https://clinicaltrials.gov/study/NCT07093684,ACTIVE_NOT_RECRUITING,Chronic Kidney Disease|Acute Kidney Injuries|Real World Study|Dementia|Cholinergic System|Cognitive Decline|Alzheimer Dementia (AD)|Cholinesterase Inhibitors,OTHER: Kidney disease,Karolinska Institutet,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL,2023-01-01,2026-12-31,2026-12-31,"Karolinska Institutet, Stockholm, 171 77, Sweden"
NCT07093671,Mentalization Based Treatment (MBT) in Help Seeking Youths With a Clinical High-Risk Condition for Psychosis (CHR-P),https://clinicaltrials.gov/study/NCT07093671,NOT_YET_RECRUITING,Psychosis,OTHER: MBT + NBCI,Marco Armando,,ALL,"CHILD, ADULT",INTERVENTIONAL,2025-09-01,2028-08-31,2028-08-31,"CHUV, Lausanne, 1011, Switzerland"
NCT07093658,High vs Low Fall Injuries in Asia: 7-Year Multicenter Study,https://clinicaltrials.gov/study/NCT07093658,COMPLETED,Fall Injury|Trauma,OTHER: High fall injury group,Mackay Memorial Hospital,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL,2016-01-01,2022-12,2024-12,
NCT07093645,Serious Game-Based School Intervention to Enhance Socio-Emotional Competence and Well-Being in European Adolescents,https://clinicaltrials.gov/study/NCT07093645,RECRUITING,None - Study is to Determine Safety in Healthy Participants,DEVICE: SEL4@ll,University of Valencia,Universitat Politècnica de València|University Of Perugia|University of Eastern Finland|University of Greifswald|European Union,ALL,CHILD,INTERVENTIONAL,2025-02-20,2025-09-15,2025-12-20,"University of Valencia, Valencia, Comunitat Valenciana, Spain"
